Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
374	STUM	that scared me so much mm yeah that was so creepy I literally I screamed when er erm when he	was standing	on the bridge in the dark --ANONnameF was like oh that 's his like spirit genie and I was like	that_DD1 scared_VVD me_PPIO1 so_RG much_DA1 mm_UH yeah_UH that_DD1 was_VBDZ so_RG creepy_JJ I_PPIS1 literally_RR I_PPIS1 screamed_VVD when_CS er_UH erm_UH when_CS he_PPHS1	was_VBDZ standing_VVG	on_II the_AT bridge_NN1 in_II the_AT dark_JJ --ANONnameF_NP1 was_VBDZ like_RR oh_UH that_DD1 's_VBZ his_APPGE like_JJ spirit_NN1 genie_NN1 and_CC I_PPIS1 was_VBDZ like_RR	Friends talking about school	discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2015-09-14	0:31:59	ANON's home, Linton	2015 Q3	2015	Close family, partners, very close friends	Physics Teachers Our form tutor School stories 17 again (film) English Reading Lessons People at school	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=373	9168793	9168794
375	SU6W	er angry although I do sometimes I did swear at a bloke at work the other day just because he	was sitting	in my chair but it was n't really my chair because we had hot-desking but I 'd had a hard	er_UH angry_JJ although_CS I_PPIS1 do_VD0 sometimes_RT I_PPIS1 did_VDD swear_VVI at_II a_AT1 bloke_NN1 at_II work_NN1 the_AT other_JJ day_NNT1 just_RR because_CS he_PPHS1	was_VBDZ sitting_VVG	in_II my_APPGE chair_NN1 but_CCB it_PPH1 was_VBDZ n't_XX really_RR my_APPGE chair_NN1 because_CS we_PPIS2 had_VHD hot-desking_JJ but_CCB I_PPIS1 'd_VHD had_VHN a_AT1 hard_JJ	Husband and wife having coffee, talking about real and imaginary situations	Discussing, inquiring, complaining, anecdote telling, making arrangements, apologizing	Original	Texts within Sample release	S0022 S0023	2	2012-03-10	0:21:17	Speakers’ home, Hungerford	2012 Q1	2012	Close family, partners, very close friends	Personality traits,   spiritual journeys, soul mates, visiting periods in history, imaginary parties	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=374	9256972	9256973
376	SUNR	the sevens for it to reach me so she obviously just pressed reply and said yeah ready to go she	was sat	there hair make up done but kind of in two minds about whether she 'd go what ? she 's	the_AT sevens_MC2 for_IF it_PPH1 to_TO reach_VVI me_PPIO1 so_CS she_PPHS1 obviously_RR just_RR pressed_VVN reply_NN1 and_CC said_VVD yeah_UH ready_JJ to_TO go_VVI she_PPHS1	was_VBDZ sat_VVN	there_RL hair_NN1 make_VV0 up_II done_VDN but_CCB kind_RR21 of_RR22 in_II two_MC minds_NN2 about_II whether_CSW she_PPHS1 'd_VM go_VVI what_DDQ ?_YQUE she_PPHS1 's_VBZ	Friends getting ready to go out, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-16	0:41:23	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Phones, people	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=375	9413072	9413073
377	SUQM	a bit hard these chairs ah --UNCLEARWORD yeah okay --UNCLEARWORD that 's a rare moment that is since I 've	been sitting	here there ai n't been a bird ah there 's there 's been er coal tits blue tits great tits	a_RR21 bit_RR22 hard_RR these_DD2 chairs_NN2 ah_UH --UNCLEARWORD_FU yeah_UH okay_RR --UNCLEARWORD_FU that_DD1 's_VBZ a_AT1 rare_JJ moment_NN1 that_CST is_VBZ since_CS I_PPIS1 've_VH0	been_VBN sitting_VVG	here_RL there_RL ai_FU n't_XX been_VBN a_AT1 bird_NN1 ah_UH there_EX 's_VHZ there_EX 's_VHZ been_VBN er_UH coal_NN1 tits_NN2 blue_JJ tits_NN2 great_JJ tits_NN2	General chat	Discussing, explaining, advising	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-02-04	1:15:37	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Engineering, houses, birds, pensions, money, heating, land registry, TV licence	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=376	9437186	9437187
378	SUQM	high ? I mean nor- normally what ? normally that 's who are you pointing at ? huh ? you	're sitting	there going she just points what I 'm just thinking she just points look at that normally if you put	high_JJ ?_YQUE I_PPIS1 mean_VV0 nor-_FU normally_RR what_DDQ ?_YQUE normally_RR that_DD1 's_VBZ who_PNQS are_VBR you_PPY pointing_VVG at_II ?_YQUE huh_UH ?_YQUE you_PPY	're_VBR sitting_VVG	there_RL going_VVG she_PPHS1 just_RR points_VVZ what_DDQ I_PPIS1 'm_VBM just_RR thinking_VVG she_PPHS1 just_RR points_VVZ look_VV0 at_II that_DD1 normally_RR if_CS you_PPY put_VV0	General chat	Discussing, explaining, advising	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-02-04	1:15:37	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Engineering, houses, birds, pensions, money, heating, land registry, TV licence	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=377	9440330	9440331
379	SUTB	a tree that was overgrown shut up why ? we were --UNCLEARWORD and he was real struggling with the we	were sitting	here tree surgeon was and they were lolling in the summer and they were really like fucking about the guy	a_AT1 tree_NN1 that_CST was_VBDZ overgrown_VVN shut_VV0 up_RP why_RRQ ?_YQUE we_PPIS2 were_VBDR --UNCLEARWORD_FU and_CC he_PPHS1 was_VBDZ real_RG struggling_JJ with_IW the_AT we_PPIS2	were_VBDR sitting_VVG	here_RL tree_NN1 surgeon_NN1 was_VBDZ and_CC they_PPHS2 were_VBDR lolling_VVG in_II the_AT summer_NNT1 and_CC they_PPHS2 were_VBDR really_RR like_RR fucking_JJ about_II the_AT guy_NN1	4 friends chatting at home over dinner 	discussing, explaining, inquiring, announcing, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0326 S0328 S0330 S0331	4	2015-02-27	1:07:26	ANON ANON and ANON's home in East London	2015 Q1	2015	Friends, wider family circle	experiences in Ireland, skinny dipping, Australia, zombie apocalypse, snoring, work, Jewish food, Jewish recipes, Claudia Roden, poetry, Jewish jokes, Photo app, 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=378	9460158	9460159
380	SUVL	it 's quite painful to swallow but it 's nice being here because if I was n't here I 'd	be sat	at home by myself --UNCLEARWORD and --UNCLEARWORD oh okay fifty-two ? yeah okay yeah okay we were getting kind of	it_PPH1 's_VBZ quite_RG painful_JJ to_TO swallow_VVI but_CCB it_PPH1 's_VBZ nice_JJ being_VBG here_RL because_CS if_CS I_PPIS1 was_VBDZ n't_XX here_RL I_PPIS1 'd_VM	be_VBI sat_VVN	at_II home_NN1 by_II myself_PPX1 --UNCLEARWORD_FU and_CC --UNCLEARWORD_FU oh_UH okay_RR fifty-two_MC ?_YQUE yeah_UH okay_RR yeah_UH okay_RR we_PPIS2 were_VBDR getting_VVG kind_NN1 of_IO	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, apprenticeships, illness, Christmas, strange presents, friends, family, food, youtube videos, celebrities. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=379	9484357	9484358
381	SUVL	shake do you want you can put it in a glass if you want ? --UNCLEARWORD to be honest I	'm sitting	down and doing this I 'm gon na be here forever if I 'm not eating I do n't feel	shake_NN1 do_VD0 you_PPY want_VVI you_PPY can_VM put_VVI it_PPH1 in_II a_AT1 glass_NN1 if_CS you_PPY want_VV0 ?_YQUE --UNCLEARWORD_FU to_TO be_VBI honest_JJ I_PPIS1	'm_VBM sitting_VVG	down_RP and_CC doing_VDG this_DD1 I_PPIS1 'm_VBM gon_VVGK na_TO be_VBI here_RL forever_RT if_CS I_PPIS1 'm_VBM not_XX eating_VVG I_PPIS1 do_VD0 n't_XX feel_VVI	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, apprenticeships, illness, Christmas, strange presents, friends, family, food, youtube videos, celebrities. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=380	9487686	9487687
382	SUVL	I tell you ? her sofa and curtains are green and they 're covered in flowers and from where I	was sitting	she had a sofa up against the curtains and it blended in camouflage and she was sitting on the sofa	I_PPIS1 tell_VVI you_PPY ?_YQUE her_APPGE sofa_NN1 and_CC curtains_NN2 are_VBR green_JJ and_CC they_PPHS2 're_VBR covered_VVN in_II flowers_NN2 and_CC from_II where_RRQ I_PPIS1	was_VBDZ sitting_VVG	she_PPHS1 had_VHD a_AT1 sofa_NN1 up_RP against_II the_AT curtains_NN2 and_CC it_PPH1 blended_VVD in_RP camouflage_VV0 and_CC she_PPHS1 was_VBDZ sitting_VVG on_II the_AT sofa_NN1	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, apprenticeships, illness, Christmas, strange presents, friends, family, food, youtube videos, celebrities. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=381	9499488	9499489
383	SUVL	from where I was sitting she had a sofa up against the curtains and it blended in camouflage and she	was sitting	on the sofa and I 'm just looking at her like are you f- hovering or in the curtain or	from_II where_RRQ I_PPIS1 was_VBDZ sitting_VVG she_PPHS1 had_VHD a_AT1 sofa_NN1 up_RP against_II the_AT curtains_NN2 and_CC it_PPH1 blended_VVD in_RP camouflage_VV0 and_CC she_PPHS1	was_VBDZ sitting_VVG	on_II the_AT sofa_NN1 and_CC I_PPIS1 'm_VBM just_RR looking_VVG at_II her_PPHO1 like_RR are_VBR you_PPY f-_FU hovering_VVG or_CC in_II the_AT curtain_NN1 or_CC	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, apprenticeships, illness, Christmas, strange presents, friends, family, food, youtube videos, celebrities. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=382	9499505	9499506
384	SUVQ	at that one little glass oh you did n't expect that to happen did you ? what if someone had	been standing	there ? take an eye out nobody was standing there nobody was standing there I know that was amazing --ANONnameM	at_II that_DD1 one_MC1 little_JJ glass_NN1 oh_UH you_PPY did_VDD n't_XX expect_VVI that_DD1 to_TO happen_VVI did_VDD you_PPY ?_YQUE what_DDQ if_CS someone_PN1 had_VHD	been_VBN standing_VVG	there_RL ?_YQUE take_VV0 an_AT1 eye_NN1 out_RP nobody_PN1 was_VBDZ standing_VVG there_RL nobody_PN1 was_VBDZ standing_VVG there_RL I_PPIS1 know_VV0 that_DD1 was_VBDZ amazing_JJ --ANONnameM_NP1	An evening with new and old friends	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0235 S0236	4	2014-09-11	8:00:50	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	New flat, job interviews, drinks, rucksacks, Chichester, alcohol, travel times, accents, master's thesis, cheese, neighbours, smoking, vaping, South Korea, university, family, degree results, menopause, blemishes, recording, proofreading, seasonal produce, supermarkets, utilities, student housing, extended friends & family, home towns, birthdates, corpus linguistics, linguistics, didgeridoo, food, strange meats, religion, happy birthdays, music genres, filthy flatmates, snow & ice festival, quitting smoking, PGCEs, students, corporal punishment, working in public schools, age, the Middle East, media, North Korea, TV celebrities, access courses, student tax, student loans company, recruitment consultancy, benefits, study, Alzheimer's, premonitions, death, near death experiences, dog attacks, hospitals, terrible hangovers, alcoholism, old friends, tattoos, ice bucket challenge, photos, Facebook photos, swearing, opinions of friends, tension around friends, house parties, things from the shop, musical instruments, violins, mortgages, Spanish, Americanisms, American food, TV shows, Rick Mayall, Peep Show quotes, horror, accident anecdotes, porn, YouTube videos, dishwashers, gardens, temperature, movies, cinema, Leonardo DiCaprio, being robbed, the USA, intense journeys, relationships, marriage, TESOL, pensions, healthcare, taxes, racism, colonialism, comparisons with the UK and other countries, accommodation, TEFL jobs, inheritance, insurance, cancer, life expectancy, shopping, fat & sugar, healthy eating, whisky, northern accents, languages, cockney rhyming slang, pets, pronunciation, Ph.D students, time, libraries, queuing, job seeker's allowance, dialect variation, accent & dialect, form completing, being offended, professors, best job titles, losing belongings, ANON's friends, South Park, literal versions, university ranking, names, bags.  	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=383	9545043	9545044
385	SUVQ	asked for it yeah I remember at the school like once we went back after lunch time and er we	were sitting	in art class and like we like --ANONnameF started doing this in our class trying to freak her out she	asked_VVD for_IF it_PPH1 yeah_UH I_PPIS1 remember_VV0 at_II the_AT school_NN1 like_RR once_CS we_PPIS2 went_VVD back_RP after_II lunch_NN1 time_NNT1 and_CC er_UH we_PPIS2	were_VBDR sitting_VVG	in_II art_NN1 class_NN1 and_CC like_RR we_PPIS2 like_VV0 --ANONnameF_NP1 started_VVD doing_VDG this_DD1 in_II our_APPGE class_NN1 trying_VVG to_TO freak_VVI her_PPHO1 out_RP she_PPHS1	An evening with new and old friends	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0235 S0236	4	2014-09-11	8:00:50	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	New flat, job interviews, drinks, rucksacks, Chichester, alcohol, travel times, accents, master's thesis, cheese, neighbours, smoking, vaping, South Korea, university, family, degree results, menopause, blemishes, recording, proofreading, seasonal produce, supermarkets, utilities, student housing, extended friends & family, home towns, birthdates, corpus linguistics, linguistics, didgeridoo, food, strange meats, religion, happy birthdays, music genres, filthy flatmates, snow & ice festival, quitting smoking, PGCEs, students, corporal punishment, working in public schools, age, the Middle East, media, North Korea, TV celebrities, access courses, student tax, student loans company, recruitment consultancy, benefits, study, Alzheimer's, premonitions, death, near death experiences, dog attacks, hospitals, terrible hangovers, alcoholism, old friends, tattoos, ice bucket challenge, photos, Facebook photos, swearing, opinions of friends, tension around friends, house parties, things from the shop, musical instruments, violins, mortgages, Spanish, Americanisms, American food, TV shows, Rick Mayall, Peep Show quotes, horror, accident anecdotes, porn, YouTube videos, dishwashers, gardens, temperature, movies, cinema, Leonardo DiCaprio, being robbed, the USA, intense journeys, relationships, marriage, TESOL, pensions, healthcare, taxes, racism, colonialism, comparisons with the UK and other countries, accommodation, TEFL jobs, inheritance, insurance, cancer, life expectancy, shopping, fat & sugar, healthy eating, whisky, northern accents, languages, cockney rhyming slang, pets, pronunciation, Ph.D students, time, libraries, queuing, job seeker's allowance, dialect variation, accent & dialect, form completing, being offended, professors, best job titles, losing belongings, ANON's friends, South Park, literal versions, university ranking, names, bags.  	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=384	9564055	9564056
386	SUVQ	no idea the first time that we truly experienced that we were in Indonesia and there was this couple that	was sitting	like it 's Philippines old couple Philippines oh was it in the Philippines ? sorry this old couple that was	no_AT idea_NN1 the_AT first_MD time_NNT1 that_CST we_PPIS2 truly_RR experienced_VVD that_CST we_PPIS2 were_VBDR in_II Indonesia_NP1 and_CC there_EX was_VBDZ this_DD1 couple_NN1 that_CST	was_VBDZ sitting_VVG	like_II it_PPH1 's_VBZ Philippines_NP old_JJ couple_NN1 Philippines_NP oh_UH was_VBDZ it_PPH1 in_II the_AT Philippines_NP ?_YQUE sorry_JJ this_DD1 old_JJ couple_NN1 that_CST was_VBDZ	An evening with new and old friends	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0235 S0236	4	2014-09-11	8:00:50	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	New flat, job interviews, drinks, rucksacks, Chichester, alcohol, travel times, accents, master's thesis, cheese, neighbours, smoking, vaping, South Korea, university, family, degree results, menopause, blemishes, recording, proofreading, seasonal produce, supermarkets, utilities, student housing, extended friends & family, home towns, birthdates, corpus linguistics, linguistics, didgeridoo, food, strange meats, religion, happy birthdays, music genres, filthy flatmates, snow & ice festival, quitting smoking, PGCEs, students, corporal punishment, working in public schools, age, the Middle East, media, North Korea, TV celebrities, access courses, student tax, student loans company, recruitment consultancy, benefits, study, Alzheimer's, premonitions, death, near death experiences, dog attacks, hospitals, terrible hangovers, alcoholism, old friends, tattoos, ice bucket challenge, photos, Facebook photos, swearing, opinions of friends, tension around friends, house parties, things from the shop, musical instruments, violins, mortgages, Spanish, Americanisms, American food, TV shows, Rick Mayall, Peep Show quotes, horror, accident anecdotes, porn, YouTube videos, dishwashers, gardens, temperature, movies, cinema, Leonardo DiCaprio, being robbed, the USA, intense journeys, relationships, marriage, TESOL, pensions, healthcare, taxes, racism, colonialism, comparisons with the UK and other countries, accommodation, TEFL jobs, inheritance, insurance, cancer, life expectancy, shopping, fat & sugar, healthy eating, whisky, northern accents, languages, cockney rhyming slang, pets, pronunciation, Ph.D students, time, libraries, queuing, job seeker's allowance, dialect variation, accent & dialect, form completing, being offended, professors, best job titles, losing belongings, ANON's friends, South Park, literal versions, university ranking, names, bags.  	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=385	9614540	9614541
