Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Decade	Text genre	Text source	Year	URL	Matchbegin corpus position	Matchend corpus position
731	NN1__040514	were bought from the liquidator , intellectual property was bought from Ericsson and 19 of the 25 staff who had	<<< been stood >>>	down without pay were rehired . Business has boomed in Poland for Datareach , and Myers expects to expand to	were_VBDR bought_VVN from_II the_AT liquidator_NN1 ,_YCOM intellectual_JJ property_NN1 was_VBDZ bought_VVN from_II Ericsson_NP1 and_CC 19_MC of_IO the_AT 25_MC staff_NN who_PNQS had_VHD	<<< been_VBN stood_VVN >>>	down_RP without_IW pay_NN1 were_VBDR rehired_VVN ._YSTP Business_NN1 has_VHZ boomed_VVN in_II Poland_NP1 for_IF Datareach_NP1 ,_YCOM and_CC Myers_NP1 expects_VVZ to_TO expand_VVI to_II	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=730	531172835	531172836
732	NN1__040524	Shipton -- have since left the police . The third , Auckland commander and assistant commissioner Clint Rickards , has	<<< been stood >>>	down on full pay . All three men strongly deny the allegations . Former Rotorua CIB chief John Dewar is	Shipton_NP1 --_NN1 have_VH0 since_RR left_VVN the_AT police_NN2 ._YSTP The_AT third_MD ,_YCOM Auckland_NP1 commander_NN1 and_CC assistant_JJ commissioner_NN1 Clint_NP1 Rickards_NP2 ,_YCOM has_VHZ	<<< been_VBN stood_VVN >>>	down_RP on_II full_JJ pay_NN1 ._YSTP All_DB three_MC men_NN2 strongly_RR deny_VV0 the_AT allegations_NN2 ._YSTP Former_DA Rotorua_NP1 CIB_NP1 chief_NN1 John_NP1 Dewar_NP1 is_VBZ	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=731	531291609	531291610
733	NN1__040524	Mrs Nicholas ' original complaint . Following the allegations , another senior police officer , Kelvin Powell , has also	<<< been stood >>>	down on full pay while police investigate complaints of sexual offences . He has denied any wrongdoing . The officer	Mrs_NNB Nicholas_NP1 '_GE original_JJ complaint_NN1 ._YSTP Following_VVG the_AT allegations_NN2 ,_YCOM another_DD1 senior_JJ police_NN2 officer_NN1 ,_YCOM Kelvin_NP1 Powell_NP1 ,_YCOM has_VHZ also_RR	<<< been_VBN stood_VVN >>>	down_RP on_II full_JJ pay_NN1 while_CS police_NN2 investigate_VV0 complaints_NN2 of_IO sexual_JJ offences_NN2 ._YSTP He_PPHS1 has_VHZ denied_VVN any_DD wrongdoing_NN1 ._YSTP The_AT officer_NN1	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=732	531291658	531291659
734	NN1__040524	Shipton , have since left the police . The third , Auckland commander and assistant commissioner Clint Rickards , has	<<< been stood >>>	down on full pay . All three men strongly deny the allegations . Former Rotorua CIB chief John Dewar is	Shipton_NP1 ,_YCOM have_VH0 since_RR left_VVN the_AT police_NN2 ._YSTP The_AT third_MD ,_YCOM Auckland_NP1 commander_NN1 and_CC assistant_JJ commissioner_NN1 Clint_NP1 Rickards_NP2 ,_YCOM has_VHZ	<<< been_VBN stood_VVN >>>	down_RP on_II full_JJ pay_NN1 ._YSTP All_DB three_MC men_NN2 strongly_RR deny_VV0 the_AT allegations_NN2 ._YSTP Former_DA Rotorua_NP1 CIB_NP1 chief_NN1 John_NP1 Dewar_NP1 is_VBZ	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=733	531294882	531294883
735	NN1__040524	Mrs Nicholas ' original complaint . Following the allegations , another senior police officer , Kelvin Powell , has also	<<< been stood >>>	down on full pay while police investigate complaints of sexual offences . He has denied any wrongdoing . In the	Mrs_NNB Nicholas_NP1 '_GE original_JJ complaint_NN1 ._YSTP Following_VVG the_AT allegations_NN2 ,_YCOM another_DD1 senior_JJ police_NN2 officer_NN1 ,_YCOM Kelvin_NP1 Powell_NP1 ,_YCOM has_VHZ also_RR	<<< been_VBN stood_VVN >>>	down_RP on_II full_JJ pay_NN1 while_CS police_NN2 investigate_VV0 complaints_NN2 of_IO sexual_JJ offences_NN2 ._YSTP He_PPHS1 has_VHZ denied_VVN any_DD wrongdoing_NN1 ._YSTP In_II the_AT	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=734	531294931	531294932
736	NN1__040531	been banned from Paraparaumu College on the Kapiti Coast . Deputy principal Brendan Kelly said six Year 12 students had	<<< been stood >>>	down from the school for three days after a teacher found them in school uniform outside college grounds with canisters	been_VBN banned_VVN from_II Paraparaumu_NP1 College_NN1 on_II the_AT Kapiti_JJ Coast_NN1 ._YSTP Deputy_NN1 principal_NN1 Brendan_NP1 Kelly_NP1 said_VVD six_MC Year_NNT1 12_MC students_NN2 had_VHD	<<< been_VBN stood_VVN >>>	down_RP from_II the_AT school_NN1 for_IF three_MC days_NNT2 after_II a_AT1 teacher_NN1 found_VVD them_PPHO2 in_II school_NN1 uniform_NN1 outside_II college_NN1 grounds_NN2 with_IW canisters_NN2	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=735	531391687	531391688
737	NN1__040614	would meet , " and I would hope the board would get stuck into them " . The players would	<<< be stood >>>	down . Mr Martin said he had refereed for 25 years , and the abuse in school games was "	would_VM meet_VVI ,_YCOM "_YQUO and_CC I_PPIS1 would_VM hope_VVI the_AT board_NN1 would_VM get_VVI stuck_JJ into_II them_PPHO2 "_YQUO ._YSTP The_AT players_NN2 would_VM	<<< be_VBI stood_VVN >>>	down_RP ._YSTP Mr_NNB Martin_NP1 said_VVD he_PPHS1 had_VHD refereed_VVN for_IF 25_MC years_NNT2 ,_YCOM and_CC the_AT abuse_NN1 in_II school_NN1 games_NN2 was_VBDZ "_YQUO	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=736	531568417	531568418
738	NN1__040617	publishing any details that would identify it . The accused staff members , aged between 40 and 60 , have	<<< been stood >>>	down on full pay while they defend the charges in court . The head of the Auckland City police child	publishing_VVG any_DD details_NN2 that_CST would_VM identify_VVI it_PPH1 ._YSTP The_AT accused_JJ staff_NN members_NN2 ,_YCOM aged_VVN between_II 40_MC and_CC 60_MC ,_YCOM have_VH0	<<< been_VBN stood_VVN >>>	down_RP on_II full_JJ pay_NN1 while_CS they_PPHS2 defend_VV0 the_AT charges_NN2 in_II court_NN1 ._YSTP The_AT head_NN1 of_IO the_AT Auckland_NP1 City_NN1 police_NN2 child_NN1	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=737	531607031	531607032
739	NN1__040623	overseas students . Herald Feature : Immigration Related information and links Bus passengers get rough trip home A bus driver	<<< was stood >>>	down after ignoring passengers ' screams for him to stop during a high-speed trip through rain on Friday night .	overseas_JJ students_NN2 ._YSTP Herald_NP1 Feature_NN1 :_YCOL Immigration_NN1 Related_JJ information_NN1 and_CC links_VVZ Bus_NN1 passengers_NN2 get_VV0 rough_JJ trip_NN1 home_RL A_ZZ1 bus_NN1 driver_NN1	<<< was_VBDZ stood_VVN >>>	down_RP after_II ignoring_VVG passengers_NN2 '_GE screams_NN2 for_IF him_PPHO1 to_TO stop_VVI during_II a_AT1 high-speed_JJ trip_NN1 through_II rain_NN1 on_II Friday_NPD1 night_NNT1 ._YSTP	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=738	531685810	531685811
740	NN1__040804	the meeting the father of the student said he had been aware his son was asleep when a science exam	<<< was sat >>>	. Asked to explain how his paper was handed in and who had sat it for him , the student	the_AT meeting_NN1 the_AT father_NN1 of_IO the_AT student_NN1 said_VVD he_PPHS1 had_VHD been_VBN aware_JJ his_APPGE son_NN1 was_VBDZ asleep_JJ when_CS a_AT1 science_NN1 exam_NN1	<<< was_VBDZ sat_VVN >>>	._YSTP Asked_VVN to_TO explain_VVI how_RRQ his_APPGE paper_NN1 was_VBDZ handed_VVN in_RP and_CC who_PNQS had_VHD sat_VVN it_PPH1 for_IF him_PPHO1 ,_YCOM the_AT student_NN1	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=739	532153208	532153209
741	NN1__040816	authority to carry a firearm in his vehicle . Mr Rutherford said the officer who shot Mr Mahdi had not	<<< been stood >>>	down from duty . All three officers had been offered police welfare assistance and Victim Support help . Bush accused	authority_NN1 to_TO carry_VVI a_AT1 firearm_NN1 in_II his_APPGE vehicle_NN1 ._YSTP Mr_NNB Rutherford_NP1 said_VVD the_AT officer_NN1 who_PNQS shot_VVD Mr_NNB Mahdi_NP1 had_VHD not_XX	<<< been_VBN stood_VVN >>>	down_RP from_II duty_NN1 ._YSTP All_DB three_MC officers_NN2 had_VHD been_VBN offered_VVN police_NN2 welfare_NN1 assistance_NN1 and_CC Victim_NN1 Support_NN1 help_NN1 ._YSTP Bush_NP1 accused_VVD	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=740	532313197	532313198
742	NN1__041003	a law degree . He has previously completed a masters degree in public policy at the university . Mr Rickards	<<< was stood >>>	down on full pay in January after Rotorua woman Louise Nicholas claimed he and former police officers , Brad Shipton	a_AT1 law_NN1 degree_NN1 ._YSTP He_PPHS1 has_VHZ previously_RR completed_VVN a_AT1 masters_NN2 degree_NN1 in_II public_JJ policy_NN1 at_II the_AT university_NN1 ._YSTP Mr_NNB Rickards_NP1	<<< was_VBDZ stood_VVN >>>	down_RP on_II full_JJ pay_NN1 in_II January_NPM1 after_II Rotorua_NP1 woman_NN1 Louise_NP1 Nicholas_NP1 claimed_VVD he_PPHS1 and_CC former_DA police_NN2 officers_NN2 ,_YCOM Brad_NP1 Shipton_NP1	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=741	532932806	532932807
743	NN1__041003	a law degree . He has previously completed a masters degree in public policy at the university . Mr Rickards	<<< was stood >>>	down on full pay in January after Rotorua woman Louise Nicholas claimed he and former police officers , Brad Shipton	a_AT1 law_NN1 degree_NN1 ._YSTP He_PPHS1 has_VHZ previously_RR completed_VVN a_AT1 masters_NN2 degree_NN1 in_II public_JJ policy_NN1 at_II the_AT university_NN1 ._YSTP Mr_NNB Rickards_NP1	<<< was_VBDZ stood_VVN >>>	down_RP on_II full_JJ pay_NN1 in_II January_NPM1 after_II Rotorua_NP1 woman_NN1 Louise_NP1 Nicholas_NP1 claimed_VVD he_PPHS1 and_CC former_DA police_NN2 officers_NN2 ,_YCOM Brad_NP1 Shipton_NP1	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=742	532940780	532940781
744	NN1__041012	newspaper Yedhiot Ahronot , which without giving names quoted them-along with a senior Army officer-as saying the commander should have	<<< been stood >>>	down immediately after the incident . One soldier told the newspaper : " The company CO who sprayed the girl	newspaper_NN1 Yedhiot_NP1 Ahronot_NP1 ,_YCOM which_DDQ without_IW giving_VVG names_NN2 quoted_VVD them-along_PPHO2 with_IW a_AT1 senior_JJ Army_NN1 officer-as_CSA saying_VVG the_AT commander_NN1 should_VM have_VHI	<<< been_VBN stood_VVN >>>	down_RP immediately_RR after_II the_AT incident_NN1 ._YSTP One_MC1 soldier_NN1 told_VVD the_AT newspaper_NN1 :_YCOL "_YQUO The_AT company_NN1 CO_FO who_PNQS sprayed_VVD the_AT girl_NN1	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=743	533073079	533073080
745	NN1__041015	John Tamihere . Minister Tamihere faces stand-down By AUDREY YOUNG AND JON STOKES Cabinet minister John Tamihere is likely to	<<< be stood >>>	down from his ministerial posts while reports that tax was not paid on a $195,000 golden handshake he received from	John_NP1 Tamihere_NP1 ._YSTP Minister_NN1 Tamihere_NN1 faces_VVZ stand-down_NN1 By_II AUDREY_NP1 YOUNG_NP1 AND_CC JON_NP1 STOKES_NP1 Cabinet_NN1 minister_NN1 John_NP1 Tamihere_NP1 is_VBZ likely_JJ to_TO	<<< be_VBI stood_VVN >>>	down_RP from_II his_APPGE ministerial_JJ posts_NN2 while_CS reports_NN2 that_CST tax_NN1 was_VBDZ not_XX paid_VVN on_II a_AT1 $195,000_NNU golden_JJ handshake_NN1 he_PPHS1 received_VVD from_II	New Zealand	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=744	533118362	533118363
746	NS1__041206	Zealand scrum-half Justin Marshall , one of two All Blacks selected along with Xavier Rush , captains the Barbarians after	<<< being stood >>>	down from New Zealand 's tour ahead of what is expected to be a heavy schedule next year . Aaron	Zealand_NP1 scrum-half_NN1 Justin_NP1 Marshall_NP1 ,_YCOM one_MC1 of_IO two_MC All_DB Blacks_NN2 selected_VVN along_II21 with_II22 Xavier_NP1 Rush_NP1 ,_YCOM captains_NN2 the_AT Barbarians_NN2 after_II	<<< being_VBG stood_VVN >>>	down_RP from_II New_NP1 Zealand_NP1 's_GE tour_NN1 ahead_II21 of_II22 what_DDQ is_VBZ expected_VVN to_TO be_VBI a_AT1 heavy_JJ schedule_NN1 next_MD year_NNT1 ._YSTP Aaron_NP1	South Africa	2000s	newspaper	New Scientist	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=745	533439535	533439536
747	NU1__040609	observed the transit for the first time on Nov. 24 , 1639 . " It was a bit surreal to	<<< be stood >>>	here and think this is the spot where Jeremiah Horrocks was when he saw the transit all those years ago	observed_VVD the_AT transit_NN1 for_IF the_AT first_MD time_NNT1 on_II Nov._NPM1 24_MC ,_YCOM 1639_MC ._YSTP "_YQUO It_PPH1 was_VBDZ a_RR21 bit_RR22 surreal_JJ to_TO	<<< be_VBI stood_VVN >>>	here_RL and_CC think_VV0 this_DD1 is_VBZ the_AT spot_NN1 where_CS Jeremiah_NP1 Horrocks_NP1 was_VBDZ when_RRQ he_PPHS1 saw_VVD the_AT transit_NN1 all_DB those_DD2 years_NNT2 ago_RA	USA	2000s	newspaper	New York Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=746	545368156	545368157
748	NU1__040623	a request for " If 6 Was 9 " and played it instead . " The next day , I	<<< was sat >>>	down in my boss 's office and told , 'Do n't you ever ( expletive ) with my music again	a_AT1 request_NN1 for_IF "_YQUO If_CS 6_MC Was_VBDZ 9_MC "_YQUO and_CC played_VVD it_PPH1 instead_RR ._YSTP "_YQUO The_AT next_MD day_NNT1 ,_YCOM I_PPIS1	<<< was_VBDZ sat_VVN >>>	down_RP in_II my_APPGE boss_NN1 's_GE office_NN1 and_CC told_VVD ,_YCOM 'Do_NN1 n't_XX you_PPY ever_RR (_YBL expletive_NN1 )_YBR with_IW my_APPGE music_NN1 again_RT	USA	2000s	newspaper	New York Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=747	545992889	545992890
749	NU1__040901	was formerly an assistant principal at Sunnyside High School in Yakima County . Jennifer Lloyd : 425-745-7809 or jlloyd@seattletimes.com State	<<< 's SAT >>>	scores down from last year 's By The Associated Press OLYMPIA Verbal and math scores for Washington state public high-school	was_VBDZ formerly_RR an_AT1 assistant_JJ principal_NN1 at_II Sunnyside_NP1 High_JJ School_NN1 in_II Yakima_NP1 County_NN1 ._YSTP Jennifer_NP1 Lloyd_NP1 :_YCOL 425-745-7809_MCMC or_CC jlloyd@seattletimes.com_FO State_NN1	<<< 's_VBZ SAT_VVN >>>	scores_NN2 down_RP from_II last_MD year_NNT1 's_VBZ By_II The_AT Associated_JJ Press_NN1 OLYMPIA_NP1 Verbal_JJ and_CC math_NN1 scores_NN2 for_IF Washington_NP1 state_VV0 public_JJ high-school_JJ	USA	2000s	newspaper	New York Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=748	548697295	548697296
750	NU1__040901	said of the sessions . " With the individual work , I think Chelle understands the offense better . She	<<< 's stood >>>	out as much or more than anybody . " While tonight 's game against Sacramento ( 12-13 ) will feature	said_VVD of_IO the_AT sessions_NNT2 ._YSTP "_YQUO With_IW the_AT individual_JJ work_NN1 ,_YCOM I_PPIS1 think_VV0 Chelle_NP1 understands_VVZ the_AT offense_NN1 better_RRR ._YSTP She_PPHS1	<<< 's_VBZ stood_VVN >>>	out_RP as_RG much_DA1 or_CC more_DAR than_CSN anybody_PN1 ._YSTP "_YQUO While_CS tonight_RT 's_GE game_NN1 against_II Sacramento_NP1 (_YBL 12-13_MCMC )_YBR will_VM feature_VVI	USA	2000s	newspaper	New York Post	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=749	548718687	548718688
751	NU4__030929	who have not driven by it , has been compared to a giant green plumbing fixture of the kind that	<<< is sat >>>	upon , leading some to wonder what the stadium would look like with the lid up -- included in its	who_PNQS have_VH0 not_XX driven_VVN by_II it_PPH1 ,_YCOM has_VHZ been_VBN compared_VVN to_II a_AT1 giant_JJ green_JJ plumbing_NN1 fixture_NN1 of_IO the_AT kind_NN1 that_CST	<<< is_VBZ sat_VVN >>>	upon_II ,_YCOM leading_VVG some_DD to_TO wonder_VVI what_DDQ the_AT stadium_NN1 would_VM look_VVI like_CS with_IW the_AT lid_NN1 up_II --_NN1 included_VVN in_II its_APPGE	USA	2000s	newspaper	New York Post	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=750	559037281	559037282
752	NU4__050214	local bands that have come and gone , but he 's kept the salsa scene alive in Chicago . He	<<< 's stood >>>	the test of the time . " 911 Mambo belongs to a small tribe . According to Meneses , David	local_JJ bands_NN2 that_CST have_VH0 come_VVN and_CC gone_VVN ,_YCOM but_CCB he_PPHS1 's_VBZ kept_VVN the_AT salsa_NN1 scene_NN1 alive_JJ in_II Chicago_NP1 ._YSTP He_PPHS1	<<< 's_VBZ stood_VVN >>>	the_AT test_NN1 of_IO the_AT time_NNT1 ._YSTP "_YQUO 911_MC Mambo_NP1 belongs_VVZ to_II a_AT1 small_JJ tribe_NN1 ._YSTP According_II21 to_II22 Meneses_NN2 ,_YCOM David_NP1	USA	2000s	newspaper	New York Post	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=751	561171373	561171374
753	NU5__030328	trouble containing their emotions . A 19-month-old toddler ran out onto the field where 2,000 of the regiment 's soldiers	<<< were stood >>>	at attention . Alejandro Medina let out a wail as his mother , Tracy , scooped him up to bring	trouble_NN1 containing_VVG their_APPGE emotions_NN2 ._YSTP A_AT1 19-month-old_JJ toddler_NN1 ran_VVD out_RP onto_II the_AT field_NN1 where_CS 2,000_MC of_IO the_AT regiment_NN1 's_GE soldiers_NN2	<<< were_VBDR stood_VVN >>>	at_II attention_NN1 ._YSTP Alejandro_NP1 Medina_NP1 let_VVD out_RP a_AT1 wail_NN1 as_CSA his_APPGE mother_NN1 ,_YCOM Tracy_NP1 ,_YCOM scooped_VVD him_PPHO1 up_RP to_TO bring_VVI	USA	2000s	newspaper	NME	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=752	564461276	564461277
754	NU5__031022	have them soundly jeer and boo him . And yet he did an outstanding job in those playoffs . He	<<< 's stood >>>	up to all kinds of pressure , but he 's had to in the course of his career . This	have_VH0 them_PPHO2 soundly_RR jeer_VV0 and_CC boo_VV0 him_PPHO1 ._YSTP And_CC yet_RR he_PPHS1 did_VDD an_AT1 outstanding_JJ job_NN1 in_II those_DD2 playoffs_NN2 ._YSTP He_PPHS1	<<< 's_VBZ stood_VVN >>>	up_II21 to_II22 all_DB kinds_NN2 of_IO pressure_NN1 ,_YCOM but_CCB he_PPHS1 's_VHZ had_VHN to_TO in_RP the_AT course_NN1 of_IO his_APPGE career_NN1 ._YSTP This_DD1	USA	2000s	newspaper	NME	2003	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=753	566581421	566581422
